1000.0,999.53,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,774.57,0.098898
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.000005
1000.0,1000.0,1000.0,1000.0,999.98,1000.0,1000.0,1000.0,1000.0,0.000013
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.97,999.99,0.000012
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.000005
1000.0,1000.0,1000.0,1000.0,999.98,1000.0,1000.0,1000.0,1000.0,0.000013
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,0.000025
1000.0,1000.0,999.75,999.01,999.88,999.8,999.78,1000.0,999.76,0.000935
996.9,996.75,996.91,997.01,997.15,997.3,865.21,997.27,877.56,0.069126
1000.0,999.01,1000.0,999.52,760.4,1000.0,755.34,1000.0,760.08,0.193071
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,0.000006
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1000.0,1000.0,0.000010
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.87,999.95,1000.0,0.000041
999.72,1000.0,999.98,999.97,999.24,999.99,999.7,999.96,999.99,0.000232
1000.0,999.99,1000.0,999.99,999.49,1000.0,1000.0,999.99,999.99,0.000155
1000.0,999.92,1000.0,1000.0,1000.0,1000.0,997.0,1000.0,1000.0,0.000939
999.99,997.4,999.99,1000.0,1000.0,999.99,998.61,999.76,999.96,0.000826
999.97,997.99,999.91,997.32,999.98,999.75,999.67,997.9,999.95,0.000971
999.13,998.71,999.99,998.46,999.82,999.82,999.99,999.85,998.75,0.000566
999.78,999.8,998.6,999.78,999.99,999.98,998.24,999.78,998.44,0.000676
996.48,1000.0,999.6,1000.0,999.94,999.97,994.49,999.85,999.94,0.002418
999.8,999.99,999.97,998.66,999.98,1000.0,999.9,969.73,999.89,0.012760
999.96,1000.0,999.01,999.99,999.97,999.82,849.41,999.98,999.99,0.067172
999.97,997.58,998.58,999.99,999.95,999.75,620.08,999.94,999.98,0.159159
998.56,999.74,999.08,999.94,999.98,999.85,537.67,999.99,999.98,0.211998
997.02,999.91,999.86,996.89,994.29,790.19,911.27,999.95,999.94,0.084176
999.94,999.98,970.73,994.23,999.98,988.79,648.34,995.69,999.95,0.154821
690.26,996.87,999.95,998.52,921.28,994.01,999.97,822.64,999.93,0.142829
782.13,993.87,804.14,994.36,993.72,999.97,999.96,771.26,992.77,0.119457
763.24,988.33,995.67,768.1,990.04,999.98,999.94,999.95,562.97,0.188656
993.14,992.95,716.2,999.95,995.9,999.94,999.97,461.36,992.94,0.266287
705.75,999.49,649.55,998.56,999.97,999.96,999.95,999.96,995.28,0.171170
590.42,999.99,776.62,999.99,999.95,999.53,999.97,999.96,988.02,0.205588
727.64,1000.0,684.84,999.99,999.99,999.48,999.38,999.99,992.69,0.173180
1000.0,999.99,999.99,811.55,999.99,593.77,1000.0,999.2,986.99,0.187518
1000.0,1000.0,781.1,999.99,1000.0,999.99,999.99,999.99,996.85,0.084391
1000.0,1000.0,1000.0,788.11,1000.0,1000.0,1000.0,999.6,1000.0,0.089855
1000.0,1000.0,779.19,1000.0,1000.0,999.57,1000.0,1000.0,1000.0,0.094994
999.73,782.02,1000.0,1000.0,1000.0,999.92,1000.0,1000.0,1000.0,0.079318
999.24,999.99,613.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.174867
998.98,1000.0,472.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.246202
999.98,1000.0,1000.0,999.94,1000.0,1000.0,1000.0,1000.0,1000.0,0.000041
