20
999.99,999.99,999.99,999.91,999.91,999.99,999.91,999.91,999.99,999.99,1000.0,999.99,999.91,999.91,999.99,1000.0,1000.0,999.99,999.99,999.99,999.99,999.99,1000.0,999.99,1000.0,1000.0,999.99,999.99,4e-05,2
970.74,999.99,1000.0,999.98,999.9,999.94,925.9,999.82,999.92,1000.0,1000.0,999.91,1000.0,1000.0,989.62,1000.0,1000.0,999.97,975.35,999.63,999.77,975.67,999.99,1000.0,1000.0,999.99,1000.0,1000.0,0.020714,13
999.94,836.56,999.95,999.95,999.95,998.71,999.33,999.95,999.95,999.95,999.96,999.95,999.94,999.89,999.99,998.81,1000.0,1000.0,1000.0,915.34,916.31,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.61,0.049716,8
1000.0,999.99,999.19,915.04,999.98,914.93,1000.0,1000.0,999.98,1000.0,1000.0,999.38,1000.0,1000.0,1000.0,1000.0,916.86,999.38,999.99,999.38,1000.0,1000.0,1000.0,1000.0,1000.0,914.78,1000.0,1000.0,0.039164,14
999.84,966.84,999.99,1000.0,1000.0,973.95,976.42,999.97,1000.0,978.72,999.91,999.89,999.91,999.73,958.18,999.9,1000.0,1000.0,1000.0,999.91,999.92,999.98,1000.0,975.32,999.98,972.64,999.75,999.99,0.015302,11
922.88,978.92,996.71,999.88,979.39,880.26,997.97,999.83,885.81,980.18,999.85,999.62,998.79,997.85,982.08,951.27,926.8,999.69,997.53,990.17,994.31,979.45,998.98,991.09,964.0,924.57,972.84,999.94,0.040332,14
999.82,890.22,999.92,981.29,957.54,862.28,999.67,916.46,999.79,999.93,893.08,999.78,1000.0,988.63,969.06,932.99,999.98,959.25,959.64,973.75,925.74,999.74,956.19,999.99,969.74,957.77,1000.0,999.94,0.045237,12
1000.0,1000.0,999.11,999.96,999.95,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.69,999.63,999.61,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.000252,11
1000.0,999.48,541.23,719.56,1000.0,920.37,999.66,978.84,999.82,952.75,1000.0,1000.0,999.79,999.73,1000.0,930.06,919.49,945.75,1000.0,999.42,954.68,999.83,999.99,999.65,1000.0,1000.0,971.95,1000.0,0.138346,3
831.59,884.6,882.88,873.72,872.24,825.78,873.6,609.84,999.3,841.9,999.82,857.24,869.29,971.53,860.2,999.14,851.04,925.04,869.19,859.0,859.58,852.69,906.36,871.02,999.92,931.41,850.15,939.24,0.095502,10
999.97,999.97,999.97,999.46,999.97,999.97,999.97,999.97,999.97,999.93,999.97,999.97,999.98,999.97,1000.0,1000.0,1000.0,999.64,1000.0,1000.0,1000.0,1000.0,1000.0,999.61,1000.0,1000.0,1000.0,1000.0,0.000155,14
1000.0,999.93,999.93,1000.0,999.93,999.9,999.9,999.93,1000.0,1000.0,999.9,999.93,1000.0,1000.0,1000.0,999.99,999.99,1000.0,999.99,999.97,999.97,999.99,1000.0,1000.0,999.97,1000.0,1000.0,1000.0,4.2e-05,5
919.67,916.42,996.25,916.12,832.54,999.89,999.4,999.38,999.38,999.39,1000.0,915.96,914.53,999.97,915.72,999.39,916.81,987.95,998.77,992.21,966.96,916.38,917.12,916.84,1000.0,914.87,918.76,999.99,0.046509,12
1000.0,999.85,966.39,999.97,949.86,1000.0,1000.0,999.99,999.99,999.89,930.12,999.96,949.81,1000.0,1000.0,999.92,999.82,999.69,999.8,1000.0,1000.0,999.99,1000.0,999.62,999.76,999.63,999.81,1000.0,0.024325,10
999.29,1000.0,1000.0,999.97,1000.0,1000.0,1000.0,999.98,832.8,1000.0,1000.0,1000.0,999.37,999.99,915.54,1000.0,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,998.77,1000.0,1000.0,1000.0,917.34,999.99,0.050439,10
999.86,853.94,986.16,985.23,977.74,999.83,927.58,976.22,999.67,999.59,999.67,999.86,999.7,963.99,979.49,999.69,999.95,999.95,999.93,974.28,999.78,985.92,973.96,896.53,910.7,999.65,920.53,975.18,0.043183,7
999.81,999.98,999.86,999.97,1000.0,999.9,999.95,999.87,999.93,999.96,1000.0,999.72,999.97,972.23,981.46,1000.0,997.99,1000.0,1000.0,999.61,999.65,999.37,999.63,999.49,1000.0,966.02,999.99,999.78,0.01129,10
999.87,914.84,998.83,915.77,999.38,1000.0,1000.0,999.79,1000.0,999.05,999.81,1000.0,830.2,999.8,1000.0,929.69,915.27,999.3,915.95,1000.0,1000.0,999.92,1000.0,914.36,999.92,1000.0,998.68,999.92,0.05549,8
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,999.94,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.97,999.99,1.7e-05,1
1000.0,999.38,1000.0,920.51,999.38,883.26,917.35,1000.0,1000.0,1000.0,1000.0,914.96,914.6,1000.0,1000.0,917.27,1000.0,999.42,915.06,914.76,999.39,1000.0,1000.0,1000.0,1000.0,919.93,934.78,1000.0,0.046926,14
20
875.69,997.91,999.2,753.81,856.57,33.34,846.02,968.42,999.49,995.89,843.83,999.83,844.1,36.02,845.16,470.43,854.41,841.12,861.96,918.94,197.59,982.68,965.87,143.59,890.92,999.99,845.47,854.42,0.565934,4
618.71,855.56,567.55,646.59,56.78,588.99,999.34,918.01,700.18,974.51,999.76,768.93,930.56,868.34,846.9,45.11,844.44,834.78,899.86,919.01,958.65,859.05,0.0,999.23,999.92,843.26,998.74,929.64,0.541946,2
378.59,831.58,163.73,959.71,921.78,977.45,644.72,956.63,55.37,953.23,999.87,721.17,929.7,860.87,844.84,850.67,895.88,900.93,919.76,954.43,33.91,902.53,851.39,918.35,1000.0,939.24,840.78,913.97,0.505097,3
1000.0,995.55,995.9,999.99,46.26,998.24,1000.0,998.37,845.57,999.77,1000.0,999.5,999.79,43.04,1000.0,0.0,999.57,999.22,949.7,663.92,1000.0,999.98,998.87,999.72,1000.0,999.91,999.93,997.38,0.515864,6
919.24,0.0,999.87,658.22,0.0,708.65,782.3,979.17,996.63,683.68,999.76,758.79,999.36,936.85,948.42,914.58,999.61,906.8,847.24,998.22,846.57,897.65,45.13,851.27,999.92,998.48,959.71,963.88,0.536467,6
309.99,999.55,751.77,999.76,995.09,489.64,754.87,623.57,983.44,930.03,512.1,999.86,999.96,949.62,985.25,999.92,45.48,991.76,999.96,998.23,45.22,979.49,984.57,999.53,984.09,1000.0,995.51,48.13,0.59622,6
921.11,997.81,854.95,917.76,40.34,997.7,851.26,865.37,925.67,926.59,1000.0,863.26,868.44,45.52,999.06,477.92,878.33,999.27,853.1,245.45,924.51,999.01,912.87,384.97,1000.0,932.7,979.78,909.4,0.504926,10
929.15,929.82,918.24,0.0,675.91,855.69,7.88,172.69,950.1,856.92,999.76,735.33,926.18,922.83,874.75,999.09,686.55,924.1,912.61,917.69,960.91,887.66,45.09,864.34,999.92,998.55,668.77,935.37,0.598157,6
951.75,998.32,920.11,855.94,34.46,845.92,911.83,995.71,999.19,984.87,843.57,1000.0,790.08,39.81,844.36,480.8,846.24,848.38,853.01,56.85,922.8,843.99,890.1,267.44,977.41,1000.0,844.95,845.37,0.565084,10
999.81,999.96,998.08,999.35,999.81,999.99,999.99,982.12,999.82,999.82,1000.0,28.55,966.55,999.99,1000.0,998.68,679.19,999.99,979.73,1000.0,1000.0,45.0,999.99,1000.0,1000.0,987.04,0.0,999.99,0.516666,3
999.79,999.96,996.65,995.88,0.0,999.06,862.08,823.48,935.64,999.43,1000.0,1000.0,999.98,10.43,999.93,999.63,999.59,0.0,950.77,920.34,998.86,999.08,981.62,926.44,1000.0,1000.0,999.99,989.27,0.524699,11
873.42,986.48,945.34,883.02,923.39,34.51,875.12,927.92,942.62,978.11,973.46,999.58,957.09,43.35,852.77,916.29,999.54,852.82,177.01,971.2,41.99,999.47,852.96,972.5,920.79,999.91,935.1,977.27,0.568277,8
857.86,0.0,838.21,915.79,999.91,998.76,733.5,635.13,884.98,883.5,999.76,44.09,998.74,895.52,994.97,842.46,515.48,927.53,989.32,895.75,887.35,879.84,44.97,892.06,999.92,996.85,694.63,917.18,0.537282,2
895.96,999.04,986.73,934.44,924.44,41.24,906.58,946.45,972.19,945.15,935.55,1000.0,999.5,48.37,872.3,925.55,999.51,868.24,101.19,985.67,32.86,875.96,857.5,914.95,930.12,1000.0,941.23,997.04,0.583179,4
874.21,791.63,2.44,466.11,624.29,938.47,952.26,758.15,851.75,768.25,1000.0,999.86,999.11,859.11,850.76,45.22,976.45,922.96,917.57,859.01,915.53,45.2,999.44,888.97,1000.0,991.55,918.77,939.65,0.537975,5
772.44,995.82,821.65,996.28,999.82,756.14,346.22,673.28,711.14,432.59,999.84,996.9,967.42,998.05,999.05,999.97,45.22,996.25,999.99,45.17,983.24,992.75,998.91,998.09,1000.0,999.97,45.04,999.98,0.581555,10
991.44,999.14,966.32,994.62,46.24,976.7,826.3,999.96,873.14,999.92,1000.0,991.22,953.75,45.73,999.79,885.08,999.38,132.27,920.67,0.0,914.84,999.63,998.99,981.39,1000.0,887.19,999.69,972.08,0.58651,1
616.62,964.8,745.7,968.09,979.67,741.65,413.03,661.96,695.76,420.44,999.84,966.63,996.92,999.65,987.45,981.9,45.38,964.25,994.6,45.0,976.39,991.69,945.58,973.57,999.93,999.55,45.06,986.66,0.577367,14
0.0,852.23,698.08,897.12,998.95,677.31,999.08,740.45,671.24,830.74,999.83,46.11,997.85,988.9,851.47,587.76,916.14,997.01,916.92,916.24,916.52,914.04,846.05,45.1,999.76,990.19,521.92,916.84,0.542326,8
