20
999.97,1000.0,999.98,1000.0,1000.0,998.08,998.48,1000.0,998.42,1000.0,1000.0,999.99,0.000847,6
1000.0,998.55,998.55,1000.0,999.98,1000.0,1000.0,999.99,999.99,1000.0,997.97,1000.0,0.000845,1
999.67,907.22,999.84,999.88,999.99,874.84,996.92,996.77,997.04,996.87,1000.0,999.62,0.053173,2
1000.0,1000.0,1000.0,1000.0,1000.0,999.81,1000.0,1000.0,1000.0,1000.0,1000.0,999.93,7.1e-05,6
1000.0,999.98,998.41,1000.0,1000.0,998.45,1000.0,998.32,999.99,1000.0,1000.0,999.99,0.000805,1
1000.0,999.99,645.19,1000.0,1000.0,1000.0,1000.0,1000.0,685.05,1000.0,1000.0,1000.0,0.14054,6
999.98,999.98,999.98,999.98,998.6,999.95,1000.0,1000.0,1000.0,1000.0,999.98,998.61,0.000648,4
999.98,1000.0,1000.0,1000.0,1000.0,997.8,998.25,1000.0,1000.0,1000.0,1000.0,999.99,0.000941,4
999.99,1000.0,999.99,1000.0,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5e-06,5
1000.0,1000.0,999.51,1000.0,1000.0,1000.0,1000.0,1000.0,789.22,1000.0,1000.0,1000.0,0.081413,1
1000.0,996.98,1000.0,1000.0,999.91,999.96,1000.0,999.99,1000.0,1000.0,996.42,996.97,0.001618,4
999.53,999.48,999.18,999.67,999.22,0.0,950.62,948.0,899.49,969.21,903.31,992.88,0.448394,6
958.43,965.62,972.51,930.51,945.1,964.18,996.35,998.31,998.36,630.51,537.76,998.34,0.216734,2
1000.0,1000.0,1000.0,1000.0,999.97,1000.0,1000.0,1000.0,1000.0,1000.0,999.98,1000.0,1.1e-05,4
1000.0,1000.0,747.23,1000.0,999.42,1000.0,1000.0,1000.0,999.46,1000.0,743.01,1000.0,0.131314,2
1000.0,1000.0,1000.0,1000.0,1000.0,999.97,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1.1e-05,2
1000.0,996.42,1000.0,1000.0,1000.0,999.91,1000.0,999.99,1000.0,1000.0,1000.0,995.48,0.001931,4
1000.0,999.99,1000.0,998.9,1000.0,998.41,1000.0,998.9,1000.0,1000.0,1000.0,999.99,0.000653,2
999.99,999.99,1000.0,999.96,1000.0,0.0,1000.0,1000.0,1000.0,998.95,1000.0,1000.0,0.447214,4
999.86,999.24,0.0,999.17,999.98,999.14,999.99,913.91,993.57,901.57,1000.0,899.46,0.450502,3
20
998.9,999.92,998.95,999.92,40.63,999.93,482.29,999.97,504.53,999.98,997.02,999.98,0.538986,6
0.0,564.0,999.94,997.43,999.92,945.7,992.88,621.56,999.94,563.03,999.97,524.32,0.556395,1
999.91,999.08,999.18,999.92,33.47,999.92,999.97,543.75,548.3,999.98,997.44,999.97,0.51785,3
656.32,931.19,0.0,830.08,917.9,936.23,769.21,992.7,986.7,574.89,395.55,999.48,0.554858,4
999.11,128.59,999.64,993.99,282.52,954.32,673.85,998.21,933.53,907.91,998.51,936.21,0.505763,4
999.09,998.96,999.7,999.69,0.0,999.74,500.56,813.7,969.72,966.65,993.76,973.71,0.505959,2
999.9,999.13,999.9,136.51,999.91,141.4,999.97,583.17,999.97,628.88,999.97,998.44,0.599836,3
545.32,504.33,999.98,999.98,999.98,0.0,999.0,999.16,999.99,999.99,999.99,999.99,0.547204,1
