20
1000.0,999.95,999.99,996.84,1000.0,1000.0,999.99,999.97,1000.0,1000.0,1000.0,1000.0,1000.0,999.98,1000.0,999.99,1000.0,1000.0,1000.0,993.87,1000.0,1000.0,1000.0,1000.0,0.001833195889493891,6
999.99,999.99,1000.0,1000.0,1000.0,997.25,1000.0,1000.0,1000.0,999.99,1000.0,999.93,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,997.99,0.0008990102364659571,1
1000.0,999.99,1000.0,1000.0,999.93,1000.0,1000.0,1000.0,999.99,999.99,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,999.97,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.97,1.950806077858571e-05,8
999.99,999.99,1000.0,1000.0,999.99,997.44,1000.0,1000.0,1000.0,999.99,1000.0,999.94,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,998.48,0.0007881933390939711,9
999.99,999.99,999.99,1000.0,999.99,1000.0,999.99,1000.0,999.99,999.99,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,4.714076635083597e-06,10
999.99,999.99,999.99,1000.0,1000.0,996.42,1000.0,1000.0,1000.0,999.99,1000.0,999.94,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,998.89,0.0010080551733329837,5
999.99,1000.0,999.99,1000.0,999.93,999.99,999.99,1000.0,999.99,999.99,999.99,999.93,1000.0,1000.0,1000.0,1000.0,999.96,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,2.3848897391148007e-05,9
702.0,999.63,999.98,999.92,999.73,602.62,1000.0,999.63,999.96,999.99,999.99,999.92,999.6,678.04,999.99,999.91,863.28,999.41,1000.0,852.78,999.99,1000.0,1000.0,999.99,0.16175912059839617,11
999.99,999.99,999.99,999.91,999.99,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.409500159969581e-05,5
1000.0,999.99,999.99,998.34,1000.0,1000.0,999.99,1000.0,999.99,1000.0,1000.0,999.98,1000.0,998.45,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,997.8,0.0007926275170006731,8
999.96,999.95,999.93,744.07,999.26,1000.0,999.98,999.75,676.68,999.46,999.99,999.42,999.98,999.94,994.26,999.49,743.12,1000.0,999.99,984.68,698.61,728.93,999.99,744.44,0.15146842769491017,10
999.91,999.91,884.69,999.92,999.91,999.9,999.91,999.91,999.92,999.92,999.92,999.93,999.97,999.97,999.65,999.97,999.97,999.93,999.97,999.97,999.98,999.97,999.97,999.98,0.03215791265164995,6
1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1000.0,999.99,1000.0,1000.0,999.99,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,4.7140609214424344e-06,9
1000.0,1000.0,999.99,999.99,999.99,1000.0,999.99,1000.0,999.94,1000.0,999.99,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.97,1000.0,1000.0,1000.0,1.581154641629168e-05,1
1000.0,997.45,999.99,999.99,995.87,1000.0,1000.0,1000.0,1000.0,999.99,999.99,999.99,1000.0,999.99,1000.0,1000.0,999.98,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0012847731017821236,8
999.99,998.41,1000.0,999.99,999.99,999.98,1000.0,999.97,998.48,999.99,999.99,999.95,1000.0,999.99,1000.0,1000.0,1000.0,997.87,1000.0,998.48,999.99,1000.0,1000.0,999.99,0.0008049873056983413,3
999.85,999.99,999.99,999.88,999.98,999.98,999.99,999.98,999.99,999.99,999.99,999.98,999.69,1000.0,1000.0,999.93,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,8.447540813484864e-05,4
999.99,999.98,1000.0,998.47,999.98,1000.0,1000.0,997.94,1000.0,999.99,1000.0,999.97,1000.0,998.42,1000.0,999.99,998.48,1000.0,1000.0,999.99,1000.0,1000.0,1000.0,998.62,0.0008089332405835543,3
999.26,819.9,645.51,643.36,999.81,645.3,645.36,999.95,652.69,643.71,645.03,645.44,685.62,812.61,685.03,686.88,842.92,685.02,684.99,999.96,999.16,685.05,685.08,685.19,0.15552067522606966,7
1000.0,999.99,1000.0,996.49,999.99,1000.0,999.99,999.97,1000.0,999.99,1000.0,1000.0,1000.0,998.48,1000.0,999.98,1000.0,1000.0,1000.0,998.52,1000.0,1000.0,1000.0,1000.0,0.0010516400620967402,6
20
980.82,998.96,30.78,0.0,999.07,999.59,997.97,997.06,988.81,999.17,516.16,997.76,479.01,610.7,666.69,997.91,892.23,941.35,999.95,273.22,857.08,636.94,713.05,387.82,0.5865375122069584,11
998.03,1000.0,997.31,998.62,997.7,655.7,998.43,999.99,998.64,598.68,999.99,999.99,33.35,1000.0,371.13,999.99,0.0,997.71,999.98,999.99,320.6,999.2,1000.0,1000.0,0.5698995850622373,8
998.41,999.36,998.29,42.92,961.99,997.61,997.76,0.0,981.82,964.57,998.6,952.61,446.42,785.75,576.71,997.59,833.0,522.09,810.79,817.94,418.81,798.23,594.49,806.1,0.5012481790257245,12
998.41,0.0,997.96,998.18,997.42,0.0,997.8,997.97,998.18,998.5,998.24,0.0,808.79,992.71,756.07,770.26,770.68,992.53,728.82,755.26,815.3,822.7,779.57,992.54,0.5790127748319613,11
938.96,717.95,947.37,919.5,668.57,682.5,359.8,879.15,628.17,914.57,871.61,937.46,857.55,896.65,958.78,851.85,0.0,954.81,294.94,943.87,0.0,921.37,678.23,930.78,0.5192022612062398,1
0.0,998.32,998.34,997.73,0.0,998.42,998.22,998.36,997.67,998.4,998.31,0.0,992.74,792.4,791.8,749.83,992.75,812.76,776.11,795.81,769.54,801.39,781.31,991.97,0.5779364831136693,9
871.97,550.01,440.67,960.27,618.84,793.66,465.86,889.98,941.51,680.77,518.94,935.7,999.45,997.73,518.42,523.25,539.91,598.93,0.0,998.12,999.29,133.63,424.55,999.75,0.5114448798955987,1
998.33,34.13,998.35,998.29,998.02,12.64,997.46,998.33,998.27,998.14,998.19,0.0,782.84,995.49,787.45,772.46,798.33,993.04,743.37,777.5,781.14,756.23,769.07,992.93,0.5625584424298993,1
999.83,999.98,0.0,999.12,999.95,999.79,0.0,999.71,795.29,815.62,0.0,644.86,983.06,1000.0,999.99,955.74,997.15,972.73,999.99,965.93,975.04,999.98,999.98,639.25,0.5967174669072556,9
998.15,998.27,0.0,998.19,998.21,0.0,997.9,998.15,998.32,998.52,998.43,0.0,768.18,787.15,992.87,773.4,831.39,992.84,739.64,770.7,800.65,816.89,801.63,992.15,0.5786528698118585,3
996.63,984.4,999.1,998.02,887.05,790.05,162.61,624.54,0.0,156.64,997.67,789.45,642.91,904.0,835.48,810.43,434.79,870.29,848.95,665.5,894.91,747.28,840.38,428.4,0.5394516752539767,8
998.55,997.89,0.0,998.33,998.34,998.32,0.0,998.7,997.89,997.96,998.43,0.0,810.36,713.91,994.21,776.13,733.1,819.78,992.03,826.69,715.63,715.28,786.66,992.79,0.5812637933121387,9
251.36,944.54,815.51,917.23,815.07,692.3,863.04,615.05,718.67,820.96,515.42,923.31,902.76,940.14,48.32,951.04,683.86,117.98,925.51,551.63,587.76,891.66,904.09,932.2,0.5062763637992408,4
966.49,997.03,170.05,558.8,868.03,999.8,584.74,998.91,776.73,903.97,995.6,995.98,570.28,963.12,996.9,641.42,999.25,973.78,0.0,509.13,412.96,582.7,957.87,472.79,0.5105682266593565,1
881.0,2.41,808.23,792.01,730.15,891.65,752.26,810.76,920.25,696.35,865.55,828.17,441.7,963.74,886.09,948.49,419.8,904.54,852.83,0.0,914.57,890.17,892.79,907.97,0.5098202187722336,9
1000.0,998.41,0.0,999.97,0.0,1000.0,0.0,1000.0,999.98,998.55,1000.0,1000.0,1000.0,999.99,999.98,998.45,1000.0,1000.0,1000.0,1000.0,998.86,999.99,1000.0,1000.0,0.5773508709898211,5
997.84,998.39,0.0,998.44,998.37,998.13,0.0,998.18,998.14,998.44,997.97,0.0,716.14,794.76,992.75,803.68,800.39,798.58,992.83,766.9,763.29,803.36,741.13,992.66,0.5790529310972252,6
999.92,999.93,998.62,477.91,712.31,999.99,997.02,903.71,998.85,999.99,56.27,999.96,999.94,999.93,999.99,998.97,217.72,1000.0,282.13,691.24,445.41,1000.0,998.13,999.46,0.5141821256419503,8
615.86,990.06,987.7,988.25,471.02,161.02,591.66,988.62,988.27,989.96,993.81,992.09,996.67,991.36,999.84,999.84,993.71,985.93,990.56,110.4,14.17,999.91,647.39,999.93,0.5692210650517335,11
998.08,997.57,987.38,999.06,42.54,933.22,999.59,696.95,987.01,997.4,914.94,0.0,685.12,198.0,854.16,710.54,997.26,998.9,933.87,951.57,857.74,347.32,628.19,467.63,0.5670730081917955,2
20
860.7,43.08,946.14,520.28,916.16,596.97,908.82,765.85,854.4,797.95,843.05,760.49,0.0,987.66,936.52,968.22,0.0,944.21,890.65,890.1,985.77,862.74,835.19,459.39,0.616072128470604,2
0.0,998.34,0.0,197.77,998.37,999.87,994.24,978.66,997.73,998.68,967.05,974.16,800.22,459.51,795.73,998.21,799.76,990.59,485.49,564.52,942.92,639.93,588.6,450.73,0.6077371353226434,11
998.44,621.09,997.47,999.85,1000.0,996.46,691.59,623.14,999.9,997.12,997.88,7.74,999.86,999.28,42.28,999.99,1000.0,0.0,684.77,999.18,998.46,999.2,550.42,997.81,0.6209829228853366,9
996.36,468.43,999.93,999.97,0.0,816.24,999.92,606.62,999.99,997.22,551.14,0.0,128.46,998.99,999.79,999.96,999.89,520.14,999.83,908.55,1000.0,999.97,999.1,1000.0,0.6329851321506247,7
652.34,511.81,517.57,420.91,459.79,430.27,558.84,641.46,563.49,619.24,685.49,609.18,0.0,330.88,698.38,996.9,997.79,0.0,929.69,188.86,998.81,437.44,0.0,965.44,0.6576080397340415,6
996.56,256.5,997.13,527.26,968.15,999.29,995.4,908.81,359.06,78.39,0.0,207.18,227.47,775.3,533.01,999.05,634.65,868.65,513.82,321.0,822.9,897.75,821.84,708.4,0.6283179706094212,7
833.29,671.52,301.74,998.42,972.41,724.35,972.67,294.42,962.07,998.43,546.09,234.4,893.18,999.02,0.0,995.35,999.48,171.51,999.85,185.91,999.79,999.93,398.95,997.94,0.6050862704022202,3
507.66,450.89,337.92,183.36,393.78,331.01,571.05,451.23,363.93,498.78,556.69,535.71,0.0,0.0,382.75,354.33,997.88,997.72,0.0,541.45,354.0,981.8,469.55,867.54,0.649408521689579,12
999.99,532.11,269.47,154.66,579.05,994.07,480.73,998.62,997.15,998.16,999.98,998.58,1000.0,999.07,995.46,998.32,999.17,114.59,998.96,999.99,999.98,122.42,1000.0,999.98,0.6019227702863219,12
