20
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,999.99,999.97,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1e-05,7
1000.0,1000.0,1000.0,1000.0,999.99,999.99,999.99,999.99,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5e-06,6
1000.0,0.0,984.69,986.55,983.85,985.38,983.02,998.9,982.02,998.4,999.9,999.9,999.9,999.91,999.94,766.49,999.9,766.49,0.370248,2
998.6,999.98,999.99,999.98,999.99,998.61,999.94,999.98,998.61,998.52,1000.0,999.99,1000.0,999.99,995.75,999.99,999.99,995.75,0.001732,1
1000.0,1000.0,1000.0,999.99,1000.0,999.99,1000.0,1000.0,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5e-06,6
1000.0,999.89,999.69,998.54,988.09,998.55,999.87,992.03,999.92,999.47,997.94,997.56,998.1,999.98,991.99,999.17,994.6,991.99,0.003916,6
1000.0,998.45,999.78,999.8,999.77,999.78,999.81,999.8,999.54,999.97,999.65,999.82,999.89,999.88,999.99,997.73,999.86,997.73,0.000895,1
1000.0,997.23,997.04,991.68,997.18,998.6,991.83,991.76,994.06,999.86,991.78,999.91,994.27,999.86,991.65,999.9,994.63,991.65,0.003083,2
1000.0,999.99,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,999.97,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1e-05,6
1000.0,999.91,453.88,999.35,999.94,999.94,620.67,998.47,999.93,629.58,432.94,691.82,992.74,996.03,991.8,990.09,992.72,432.94,0.340656,2
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.96,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.97,1000.0,1000.0,999.97,1.6e-05,7
1000.0,997.11,998.54,999.91,997.56,999.94,998.56,999.92,999.59,999.67,996.03,999.53,999.68,991.89,999.6,999.7,999.41,991.89,0.003069,8
1000.0,1000.0,1000.0,1000.0,999.99,999.99,999.99,999.99,999.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5e-06,8
1000.0,999.97,999.98,999.98,999.96,999.97,999.95,999.96,999.98,999.98,1000.0,999.99,700.65,999.98,999.95,654.1,999.96,654.1,0.175584,6
1000.0,999.96,971.6,993.38,999.41,999.97,999.31,490.89,694.63,999.36,998.87,701.22,721.56,999.99,999.0,999.54,999.03,701.22,0.217087,9
1000.0,983.58,985.48,959.21,975.7,983.8,983.67,981.46,975.48,995.13,999.82,999.81,876.74,772.35,995.76,999.84,996.99,772.35,0.095923,6
1000.0,998.56,985.16,978.21,976.73,984.06,973.45,998.66,973.29,998.39,999.72,999.88,999.91,999.92,999.86,644.58,999.83,644.58,0.157023,5
999.9,999.93,999.97,999.98,999.97,999.97,0.0,998.65,688.08,999.89,676.38,999.99,999.98,999.99,999.99,999.86,388.71,388.71,0.494503,3
1000.0,997.79,998.63,997.83,999.6,997.23,996.92,992.6,998.98,977.04,999.9,1000.0,999.75,999.89,999.89,999.91,975.22,975.22,0.010589,2
993.75,995.82,994.5,991.64,997.17,994.41,994.47,994.38,994.39,992.54,994.27,994.35,995.67,995.62,995.65,991.62,994.25,991.62,0.001443,5
20
1000.0,982.85,434.74,467.54,667.76,544.98,554.24,560.49,614.58,999.92,255.5,281.59,328.08,792.63,417.39,400.23,247.74,247.74,0.557945,8
1000.0,813.44,686.16,714.91,652.9,810.42,774.71,714.13,745.28,384.15,782.82,384.66,998.42,398.31,998.66,76.77,998.52,76.77,0.561596,7
1000.0,999.96,999.98,170.8,999.98,999.98,999.97,999.98,999.97,999.96,999.99,999.99,999.99,999.99,999.96,999.99,192.84,192.84,0.527119,5
1000.0,862.84,839.39,856.63,958.02,896.62,754.54,839.01,737.05,550.32,133.45,999.45,535.08,138.31,999.16,534.59,999.2,133.45,0.579931,1
999.94,999.98,590.44,999.98,999.99,999.99,310.62,999.96,998.39,999.99,629.76,999.93,999.97,1000.0,999.99,999.99,199.32,199.32,0.509634,2
1000.0,999.88,999.94,999.95,999.91,999.94,999.94,403.23,998.59,380.38,999.33,999.53,485.68,999.37,999.34,120.58,999.52,120.58,0.595767,6
1000.0,999.98,998.6,160.46,537.61,999.99,999.95,999.39,999.97,999.83,999.98,999.84,999.9,999.98,545.92,999.99,155.89,155.89,0.599172,7
997.17,999.96,999.97,999.97,999.96,999.97,999.96,999.97,883.07,0.54,999.99,999.99,999.96,566.27,999.98,999.98,999.98,0.54,0.564744,5
1000.0,0.0,742.52,813.35,860.41,823.15,793.87,805.04,766.61,991.79,998.81,494.22,999.06,250.7,998.95,535.9,999.08,250.7,0.569769,5
1000.0,992.99,994.04,993.05,504.38,994.14,625.06,995.44,992.51,999.2,999.51,999.51,998.54,999.21,88.65,956.47,999.61,88.65,0.528889,6
1000.0,922.16,728.22,786.15,831.06,925.72,868.88,817.88,747.02,999.62,998.83,999.5,527.32,66.83,999.33,998.75,536.49,66.83,0.539547,6
911.54,609.78,533.89,795.05,818.2,674.51,586.7,778.37,697.46,384.25,398.15,684.69,998.93,998.52,383.92,98.38,998.49,98.38,0.551619,3
1000.0,999.68,999.9,999.95,999.98,165.08,999.98,998.58,991.79,999.34,998.7,998.9,999.68,999.68,999.67,999.3,160.83,160.83,0.547826,4
803.23,101.71,999.97,999.97,999.98,999.97,999.96,999.97,999.97,998.13,999.98,999.99,999.99,999.99,999.99,999.99,145.32,145.32,0.579587,1
1000.0,633.74,999.7,999.54,999.6,999.72,999.58,999.63,999.57,999.16,986.38,999.93,0.0,997.7,998.18,996.65,998.02,0.0,0.555949,7
482.22,999.9,999.96,999.95,999.94,999.96,999.96,999.97,51.57,999.94,999.98,999.87,999.92,999.97,999.97,999.95,108.91,108.91,0.523605,4
999.69,478.74,999.89,999.94,998.57,999.9,616.32,999.94,999.91,294.95,999.4,999.8,999.69,143.21,999.5,999.64,999.49,143.21,0.568316,3
1000.0,999.32,993.13,655.13,993.19,993.53,242.76,993.28,991.49,997.26,999.26,998.33,652.99,191.96,997.8,999.64,999.27,191.96,0.517202,1
999.84,999.98,999.97,999.97,27.3,330.65,999.95,998.6,998.54,999.99,999.98,999.99,999.99,999.97,997.11,999.98,279.3,279.3,0.5949,6
999.42,999.97,999.98,152.59,999.93,999.98,999.99,999.98,999.97,999.99,1000.0,998.98,997.55,999.97,1000.0,137.72,999.91,137.72,0.565841,7
20
1000.0,998.57,999.13,998.95,998.96,84.24,999.14,998.36,998.31,999.78,112.19,999.91,999.97,999.89,999.97,999.94,999.96,112.19,0.603335,4
999.96,670.13,103.71,999.97,999.99,999.98,999.99,999.99,999.98,634.94,997.58,999.68,1000.0,1000.0,1000.0,1000.0,100.74,100.74,0.629543,7
1000.0,154.77,152.9,982.61,977.55,976.29,987.91,977.02,976.23,340.07,998.27,998.49,999.06,998.51,468.94,491.24,999.25,340.07,0.602914,3
327.76,999.97,999.95,999.96,999.95,997.74,999.96,999.99,999.52,999.96,999.89,999.92,999.89,999.95,0.0,999.9,999.65,0.0,0.610546,8
1000.0,999.87,999.97,379.76,999.99,999.98,999.96,944.23,999.97,999.96,999.99,58.8,1000.0,999.99,999.98,999.98,344.62,58.8,0.624258,7
1000.0,797.0,970.18,884.8,975.9,893.65,995.98,907.88,908.25,326.6,999.53,999.66,999.89,999.66,0.0,999.65,999.78,0.0,0.610495,3
1000.0,999.97,998.64,480.83,479.39,999.96,999.82,999.96,999.97,999.99,999.89,0.0,996.52,999.99,999.88,999.99,1000.0,0.0,0.619289,1
1000.0,999.78,998.86,47.21,999.97,577.67,13.53,999.93,997.83,999.37,518.65,523.1,999.94,998.96,996.53,999.78,999.72,518.65,0.617176,2
1000.0,999.98,999.96,999.97,168.6,997.43,999.97,999.94,997.13,999.99,999.84,999.68,999.76,999.74,153.03,114.18,999.81,114.18,0.695447,5
1000.0,999.96,999.96,999.99,0.0,999.98,998.57,999.95,999.94,999.95,999.99,1000.0,999.99,999.95,999.93,36.68,999.88,36.68,0.681643,6
1000.0,999.96,629.92,648.13,547.92,999.94,521.55,999.93,996.37,999.79,999.45,999.29,998.66,999.74,999.04,999.89,0.0,0.0,0.617403,7
1000.0,725.44,806.54,467.81,855.98,920.27,850.82,925.36,820.41,886.73,133.26,989.79,999.47,509.4,997.67,131.35,999.28,131.35,0.607571,1
315.88,999.96,996.21,999.79,999.96,999.95,999.97,588.44,999.85,999.94,999.99,0.0,999.97,999.95,999.96,999.96,999.97,0.0,0.637165,1
1000.0,0.0,999.98,999.89,999.97,999.97,999.97,999.98,999.93,999.93,0.0,118.55,999.99,999.99,999.99,999.99,1000.0,0.0,0.667692,8
1000.0,707.65,695.58,652.92,758.87,802.78,799.16,643.03,762.67,0.0,870.0,998.47,320.7,369.37,998.66,998.89,499.42,0.0,0.640248,7
1000.0,120.84,997.13,997.38,999.94,998.6,999.1,999.87,15.76,998.14,995.36,9.47,998.67,999.0,998.36,997.92,998.43,9.47,0.66023,7
1000.0,999.97,176.28,999.97,999.96,999.98,289.48,999.36,994.24,464.89,999.94,999.99,999.89,999.99,999.93,896.17,104.17,104.17,0.695218,6
1000.0,999.97,553.05,999.98,998.58,999.83,0.0,999.97,999.97,999.99,999.79,1000.0,999.88,78.57,999.92,999.95,999.89,78.57,0.684041,3
1000.0,999.94,165.33,999.88,626.78,999.1,999.96,999.94,998.56,999.91,999.23,999.22,998.74,574.87,999.66,261.36,173.31,173.31,0.641313,3
1000.0,999.98,999.8,314.97,436.18,998.61,999.82,992.99,997.21,999.99,995.68,998.54,999.56,999.64,0.0,999.99,560.25,0.0,0.68416,1
20
1000.0,0.0,999.93,999.19,999.85,999.95,999.84,999.93,999.93,999.83,999.66,999.78,0.0,999.74,999.73,723.42,999.78,0.0,0.719369,2
0.0,999.97,999.98,983.54,0.0,999.98,999.95,0.0,999.97,999.99,999.99,999.98,983.55,999.89,999.98,999.99,999.96,983.55,0.707171,2
1000.0,0.0,999.97,999.97,835.37,238.36,999.53,999.96,998.73,157.26,732.33,999.99,650.25,634.65,170.6,999.99,999.98,157.26,0.737713,2
0.53,999.97,999.98,999.98,483.24,999.97,999.97,999.97,999.86,999.99,999.99,999.99,999.99,999.99,999.99,999.99,0.0,0.0,0.752534,7
1000.0,999.97,999.87,958.71,999.95,972.88,0.0,998.45,999.7,999.36,999.9,999.87,0.0,999.92,846.14,999.86,999.3,0.0,0.71075,8
1000.0,999.84,999.97,997.76,999.95,999.94,0.0,999.94,999.33,999.94,999.98,0.0,999.77,999.94,997.61,998.38,999.89,0.0,0.707108,7
0.0,998.58,999.96,999.98,999.97,999.98,999.97,999.95,24.6,999.98,883.14,999.99,999.99,999.97,999.98,999.99,0.0,0.0,0.709195,4
1000.0,0.0,997.13,994.27,991.64,997.12,995.89,996.85,997.19,999.67,998.62,0.0,991.4,990.02,997.19,992.95,997.11,0.0,0.707119,9
0.0,999.97,999.97,0.0,999.99,999.97,999.97,0.0,998.59,696.65,539.62,999.51,999.94,999.99,999.99,999.73,999.98,539.62,0.773648,1
0.0,999.98,999.99,0.0,999.98,999.98,999.99,0.0,983.11,999.98,1000.0,909.04,1000.0,999.98,1000.0,999.92,999.9,909.04,0.709176,4
1000.0,0.0,999.99,1000.0,999.99,0.0,0.0,969.38,999.99,1000.0,999.99,1000.0,999.99,966.64,1000.0,1000.0,999.95,966.64,0.707396,7
1000.0,0.0,999.98,999.99,999.98,0.0,999.95,0.0,999.97,999.99,999.98,1000.0,999.99,999.99,999.67,846.36,999.99,846.36,0.71326,9
1000.0,998.58,0.0,999.96,999.98,999.96,271.96,999.9,998.59,999.99,113.2,995.52,999.93,999.89,999.94,999.94,999.88,113.2,0.719808,2
1000.0,0.0,999.97,999.98,999.84,0.0,595.46,0.0,999.98,999.81,542.59,999.99,999.99,999.99,998.33,998.83,999.99,542.59,0.764774,5
999.49,480.76,700.26,479.11,999.85,999.95,998.24,48.47,998.58,999.54,772.68,497.94,854.94,999.82,999.83,72.59,0.0,0.0,0.79272,8
1000.0,643.04,911.27,931.22,787.71,956.36,795.73,685.69,816.52,998.93,999.21,999.4,999.34,337.44,332.12,0.0,490.2,0.0,0.700768,2
