20
1000.0,1000.0,1000.0,1000.0,1000.0,999.95,1000.0,1000.0,1000.0,1000.0,1000.0,999.99,1.9e-05,5
922.42,997.16,935.99,1000.0,1000.0,1000.0,999.44,915.8,999.46,1000.0,1000.0,1000.0,0.039588,4
996.53,1000.0,999.97,999.97,999.95,1000.0,999.98,1000.0,1000.0,1000.0,996.83,1000.0,0.001562,4
999.92,999.99,999.6,1000.0,1000.0,881.89,1000.0,999.99,913.61,999.99,1000.0,999.65,0.050783,6
844.05,838.7,852.93,921.5,932.19,1000.0,998.83,843.27,844.44,844.97,999.17,1000.0,0.069291,3
915.04,999.88,1000.0,921.81,1000.0,928.28,845.58,999.92,1000.0,848.59,1000.0,846.97,0.082795,1
999.96,940.49,999.97,908.86,999.96,921.8,999.99,902.75,999.99,999.76,999.99,999.77,0.046849,4
999.7,999.94,939.64,999.91,999.95,923.18,939.7,999.99,999.16,999.69,999.99,999.77,0.034436,5
921.78,905.67,964.83,764.86,878.78,1000.0,999.42,654.72,926.81,805.74,790.31,1000.0,0.138842,3
840.29,827.76,838.95,999.87,846.77,921.96,831.82,845.66,846.26,1000.0,840.79,999.42,0.072641,4
999.97,999.33,999.97,999.97,999.97,999.81,1000.0,999.62,1000.0,1000.0,1000.0,999.53,0.000261,6
1000.0,1000.0,899.84,900.31,1000.0,999.08,1000.0,1000.0,999.25,917.69,1000.0,841.79,0.066743,5
849.22,999.9,856.55,999.84,890.74,999.82,887.29,999.93,999.44,999.92,722.76,999.92,0.115633,4
838.06,1000.0,1000.0,1000.0,834.39,1000.0,998.81,1000.0,1000.0,1000.0,998.79,1000.0,0.08167,3
1000.0,886.34,1000.0,1000.0,997.84,1000.0,1000.0,999.65,1000.0,1000.0,943.01,1000.0,0.044693,1
1000.0,919.29,1000.0,999.62,999.99,922.21,1000.0,999.76,1000.0,915.27,1000.0,999.76,0.042301,1
898.17,888.42,999.85,999.97,984.06,999.95,969.91,999.66,973.1,999.99,917.94,999.99,0.049092,2
936.28,850.03,933.53,867.07,999.93,860.59,856.82,864.07,931.01,856.98,999.99,998.97,0.062011,1
1000.0,998.86,1000.0,1000.0,839.47,846.47,1000.0,845.18,1000.0,1000.0,998.82,998.87,0.084803,1
914.41,914.5,1000.0,1000.0,1000.0,913.82,918.36,913.61,1000.0,1000.0,1000.0,999.37,0.044962,5
20
625.56,693.53,999.97,997.79,1000.0,614.84,913.94,913.65,999.99,0.0,1000.0,917.2,0.510057,5
519.53,999.77,999.8,999.83,975.72,441.64,856.04,999.99,999.99,1000.0,44.94,997.82,0.544144,6
570.08,999.24,999.12,997.01,999.76,443.11,931.54,923.23,925.29,44.97,999.92,846.33,0.520108,5
532.48,999.95,513.31,925.48,999.84,978.71,844.68,999.98,926.94,45.08,1000.0,996.93,0.520088,1
933.99,505.63,999.99,1000.0,960.79,453.16,999.51,851.01,999.99,1000.0,44.73,997.84,0.539232,2
648.91,929.84,607.18,608.21,999.97,935.92,864.51,0.0,875.58,899.24,999.99,928.16,0.510213,2
914.99,922.48,961.07,974.95,1000.0,651.81,44.97,358.3,932.03,418.04,1000.0,803.56,0.587134,4
919.53,201.86,948.37,999.33,999.84,728.29,46.6,830.31,999.62,921.99,1000.0,912.74,0.5891,1
707.32,675.53,688.67,999.88,1000.0,991.84,364.48,833.87,997.72,999.92,1000.0,0.0,0.56749,1
921.85,921.3,0.0,924.04,845.35,999.83,613.14,867.75,997.92,514.18,507.11,999.92,0.54455,4
584.3,999.99,519.97,995.23,1000.0,323.85,916.27,1000.0,998.35,45.21,1000.0,912.21,0.593408,5
999.57,998.99,814.91,993.88,1000.0,659.01,974.83,999.97,102.34,239.55,1000.0,999.01,0.557155,1
999.99,430.58,999.99,718.59,771.61,1000.0,1000.0,876.62,1000.0,914.56,46.34,1000.0,0.512379,6
556.71,553.81,933.6,553.41,925.47,999.97,845.16,895.37,981.93,865.57,0.0,1000.0,0.54362,3
928.14,923.86,923.01,742.24,1000.0,928.04,929.16,999.44,45.17,999.01,1000.0,411.32,0.506787,6
920.65,999.98,852.38,583.39,935.13,999.76,479.75,999.92,362.14,865.12,45.08,999.92,0.588981,1
996.09,518.63,999.98,1000.0,992.86,454.14,999.56,829.84,1000.0,1000.0,44.97,998.02,0.540451,1
999.53,545.23,384.87,971.07,999.81,805.46,999.97,972.19,948.28,264.29,1000.0,179.91,0.585099,5
999.99,999.8,840.5,513.06,996.28,999.84,999.99,999.98,610.79,920.72,45.03,1000.0,0.506001,6
855.52,910.53,925.82,927.58,707.56,999.9,211.21,999.34,199.67,999.46,891.75,1000.0,0.505051,4
20
910.09,703.78,667.47,999.92,995.23,925.18,1.03,840.36,845.7,999.99,195.68,999.45,0.627735,3
455.06,999.57,266.53,999.58,996.76,502.37,972.98,999.99,997.88,999.92,45.03,787.14,0.649393,2
999.79,999.79,48.31,841.79,999.83,48.35,1000.0,999.92,996.8,999.28,999.99,910.13,0.660544,4
999.99,452.67,1000.0,520.32,995.48,336.14,1000.0,977.1,1000.0,998.35,45.12,914.59,0.61771,6
757.34,669.98,693.52,999.01,907.73,1000.0,322.91,930.98,221.38,999.98,141.57,1000.0,0.629941,2
754.18,226.79,458.47,542.59,931.1,999.95,0.0,853.04,863.57,894.75,999.41,1000.0,0.675898,5
851.3,609.45,998.52,813.18,999.93,998.83,435.04,996.87,220.25,0.0,999.99,993.06,0.683538,6
999.26,999.27,1000.0,0.0,997.96,1000.0,404.35,403.7,1000.0,996.79,405.2,1000.0,0.66885,5
999.79,45.3,998.09,999.99,999.83,45.08,1000.0,912.9,632.76,999.99,1000.0,996.96,0.688171,6
910.78,997.47,695.78,803.89,1000.0,498.73,181.87,919.42,312.03,263.86,1000.0,929.85,0.603891,6
729.91,719.99,999.8,999.95,972.53,999.84,999.02,45.08,999.92,999.96,45.2,1000.0,0.673858,4
461.34,927.08,447.78,921.27,999.9,363.68,914.57,438.94,847.17,0.0,999.91,850.52,0.646729,1
928.52,236.67,973.08,999.83,924.16,452.19,503.94,852.31,999.8,1000.0,44.6,786.55,0.658708,4
706.88,673.43,999.95,995.68,1000.0,761.44,998.87,45.08,999.97,45.16,1000.0,999.01,0.678971,5
683.32,999.97,995.04,999.76,725.68,766.99,45.12,999.98,45.13,999.92,998.8,999.03,0.676557,3
1000.0,998.36,517.14,238.43,995.93,1000.0,1000.0,399.98,983.82,996.51,45.01,1000.0,0.675502,1
931.85,536.62,664.89,77.76,1000.0,923.37,963.91,30.52,839.06,842.09,1000.0,923.0,0.666863,6
1000.0,998.03,39.91,971.13,1000.0,999.42,1000.0,205.7,987.71,516.1,1000.0,491.59,0.668337,4
